country,iso_code,year,population,gdp,fossil_fuel_consumption,renewables_consumption,fossil_share_energy,renewables_share_energy,energy_per_capita,energy_cons_change_twh,energy_cons_change_pct,electricity_generation,total_energy_demand,pop_growth_rate,renew_fossil_ratio
Greece,GRC,1992,10359849,170259939328,290.077,6.145,97.926,2.074,28631.537,5.136,1.762,36.76,296.222,0.5167470521287836,0.021184030447088185
High-income countries,NA,1992,1203959057,NA,57458.184,4128.992,85.544,6.147,56089.488,200.422,0.298,9222.436,61587.176,0.6456735657459065,0.07186081620679136
Hong Kong,HKG,1992,5759509,174712324096,169.929,0,100,0,29504.064,25.54,17.688,35.076,169.929,2.3360551240352985,0
Hungary,HUN,1992,10371431,94567784448,249.415,0.583,86.367,0.202,27927.869,-12.249,-4.057,31.68,249.998,-0.06456845991166811,0.0023374696790489746
Iceland,ISL,1992,261051,7011078144,8.554,12.674,40.296,59.704,84022.539,0.746,3.523,4.539,21.228,1.2751974674508466,1.481646013560907
India,IND,1992,902957019,1851711422464,2326.79,195.232,91.613,7.687,2827.125,125.109,5.153,337.153,2522.022,2.1528311883108167,0.08390615397178086
Indonesia,IDN,1992,190043693,841780428800,685.257,30.186,95.781,4.219,3772.082,63.922,9.79,40.284,715.443,1.7483353409196867,0.044050626261388066
Iran,IRN,1992,61184930,424984707072,946.208,25.567,97.369,2.631,15909.536,93.195,10.588,67.178,971.775,1.9971748158893459,0.027020485981940547
Iraq,IRQ,1992,18300802,36550623232,222.624,14.497,93.886,6.114,13008.008,88.041,58.688,21.912,237.12099999999998,3.0032866176677677,0.06511876527238752
Ireland,IRL,1992,3558372,71260987392,120.588,2.283,98.142,1.858,34571.637,0.557,0.455,15.76,122.871,0.6835466103637188,0.01893223206289183
Israel,ISR,1992,4957184,103860019200,153.111,0.081,99.947,0.053,30903.953,21.919,16.697,24.686,153.19199999999998,3.710314807806207,5.290279601073731e-4
Italy,ITA,1992,57124951,1531924054016,1966.124,128.365,93.871,6.129,36780.184,10.35,0.495,222.68,2094.489,0.08692370622625649,0.06528835414246507
Japan,JPN,1992,124383659,3856515727360,4536.533,259.411,84.028,4.805,43625.453,62.786,1.171,916.787,4795.944,0.39862116825622973,0.05718265468365379
Kazakhstan,KAZ,1992,17332566,166043942912,825.856,19.072,97.594,2.254,48894.977,-11.062,-1.288,83.166,844.928,0.3126130194597915,0.02309361438313701
Kuwait,KWT,1992,1634908,18278670336,81.675,0,100,0,49957.105,35.555,77.09,16.885,81.675,20.98214913387447,0
Latvia,LVA,1992,2614781,24594370560,49.848,7.003,87.682,12.318,21914.891,-22.375,-28.082,3.84,56.851,-1.2875969085895667,0.14048708072540525
Lithuania,LTU,1992,3697504,37159350272,88.9,0.864,68.162,0.662,35525.25,-75.204,-36.408,18.55,89.76400000000001,-0.1040969568728442,0.009718785151856018
Lower-middle-income countries,NA,1992,1793064930,NA,3859.842,358.471,91.085,8.459,2374.914,150.666,3.668,544.354,4218.313,2.3084949229838556,0.09287193620878782
Luxembourg,LUX,1992,391922,15437632512,39.798,0.231,99.422,0.578,102170.406,0.114,0.286,0.66,40.029,1.3312718312808804,0.005804311774461028
Malaysia,MYS,1992,18834520,173041778688,328.583,11.906,96.503,3.497,18118.684,38.747,12.808,31.381,340.48900000000003,2.682801716174014,0.03623437609371148
Mexico,MEX,1992,86044763,902108282880,1275.428,94.386,92.375,6.836,16085.92,26.429,1.947,132.276,1369.814,1.9119248532358235,0.07400339337069595
Morocco,MAR,1992,25212419,107664064512,90.929,2.678,97.139,2.861,3719.568,9.976,11.903,9.719,93.607,1.6672228054678895,0.029451550110525793
Netherlands,NLD,1992,15276746,433663901696,925.142,3.094,98.546,0.33,61473.656,11.054,1.191,75.84,928.2360000000001,0.8030129100869288,0.003344351461721552
New Zealand,NZL,1992,3532198,75624103936,119.126,68.184,63.598,36.402,53932.828,0.314,0.165,33.211,187.31,1.4740491506764941,0.572368752413411
North Macedonia,MKD,1992,2032464,15099004928,27.729,2.356,92.17,7.83,14876.99,0.79,2.681,6.07,30.085,-1.1417178639228731,0.08496519888924953
Norway,NOR,1992,4286210,141648314368,132.494,324.795,28.974,71.026,111570.18,21.606,4.732,117.11,457.289,0.5782378692537582,2.451394025389829
Oman,OMN,1992,1938185,23477626880,60.325,0,100,0,31124.451,-0.513,-0.843,5.113,60.325,4.685893977030715,0
Pakistan,PAK,1992,123546809,327814348800,279.485,55.402,83.076,16.468,2752.225,16.328,5.044,53.575,334.887,2.903918640786283,0.19822888527112367
Peru,PER,1992,22946300,110495350784,74.28,27.33,73.103,26.897,4504.205,-2.794,-2.633,13.122,101.61,2.057313509999382,0.36793214862681745
Philippines,PHL,1992,65926081,230909853696,168.8,30.146,84.847,15.153,3004.928,13.764,7.467,25.87,198.94600000000003,2.3980030876238856,0.17859004739336493
Poland,POL,1992,38233580,301270073344,1127.586,4.533,99.6,0.4,29617.854,-51.767,-4.372,130.68,1132.119,0.21147017455921696,0.004020092480750914
Portugal,PRT,1992,9960299,183951343616,198.071,15.688,92.661,7.339,21550.541,4.162,1.977,29.48,213.759,-0.08870372194517843,0.0792039218260119
Qatar,QAT,1992,469606,7176897536,144.293,0,100,0,307263.094,53.48,58.89,5.183,144.293,3.2539077015085525,0
Romania,ROU,1992,22912341,109843021824,516.071,32.506,94.074,5.926,24033.943,-73.77,-11.814,54.01,548.577,-0.15264059913102015,0.06298745715221354
Russia,RUS,1992,148915936,1557839216640,8716.63,479.625,91.479,5.034,64241.75,-372.022,-3.743,1008.45,9196.255,-0.3562781821373677,0.055024132032677774
Saudi Arabia,SAU,1992,11686632,306102206464,981.756,0,100,0,84006.773,9.304,0.957,93.473,981.756,4.712366134056658,0
Singapore,SGP,1992,3226410,80052592640,297.805,0.766,99.744,0.256,92544.805,20.273,7.284,17.543,298.571,2.874967636446654,0.0025721529188562986
Slovakia,SVK,1992,5306409,51864850432,176.66,5.381,83.042,2.529,40280.02,-8.446,-3.801,23.24,182.041,0.40843365833942624,0.030459639986414582
Slovenia,SVN,1992,1995805,30913204224,43.356,9.508,67.855,14.881,32440.633,-4.527,-6.535,12.34,52.864000000000004,-0.16662198069566053,0.21930067349386473
South Africa,ZAF,1992,42443459,238567243776,998.46,2.089,97.283,0.204,24197.797,4.79,0.469,168.09,1000.5490000000001,1.8125132397654078,0.002092222021913747
South Korea,KOR,1992,44653652,687368634368,1207.166,8.61,87.934,0.627,30831.434,151.802,12.393,146.439,1215.7759999999998,0.482772923095313,0.007132407639048813
Spain,ESP,1992,39420297,803260989440,942.736,54.661,81.81,4.743,29404.346,52.609,4.755,156.65,997.3969999999999,0.5576160953419829,0.057981237589314505
Sri Lanka,LKA,1992,16739239,71237386240,23.424,8.055,74.41,25.59,1911.585,2.172,7.282,3.54,31.479,1.6019483211032168,0.3438780737704918
Sweden,SWE,1992,8667529,235756847104,246.283,212.934,38.74,33.494,75337.75,10.857,1.691,145.93,459.217,0.587402936527269,0.8645907350487042
Switzerland,CHE,1992,6875000,239958540288,181.721,92.367,53.642,27.266,50335.293,5.483,1.61,59.518,274.088,1.1490532448616282,0.5082901811017989
Taiwan,TWN,1992,20982040,372503871488,539.586,19.029,82.679,2.916,31257.248,38.551,6.245,105.53,558.615,0.9639969386534936,0.035265926098898046
Thailand,THA,1992,56528779,473484197888,414.84,11.618,97.276,2.724,7557.294,36.752,9.413,57.028,426.45799999999997,1.6021383892713446,0.028005978208465915
Trinidad and Tobago,TTO,1992,1271625,18033686528,73.351,0.094,99.872,0.128,57757.945,4.058,5.848,3.976,73.445,0.7524593385140017,0.0012815094545404972
Turkey,TUR,1992,57990062,535075749888,523.877,74.165,87.599,12.401,10394.647,29.657,5.175,67.35,598.0419999999999,1.7193677029828511,0.14156949054835394
Turkmenistan,TKM,1992,3944649,17569988608,138.03,0.012,99.992,0.008,34994.961,-8.186,-5.598,13.183,138.042,2.303021280921862,8.69376222560313e-5
Ukraine,UKR,1992,52323629,421710462976,2297.976,21.897,91.019,0.867,48363.484,-464.015,-15.495,253.94,2319.873,0.29271480890397233,0.00952882014433571
United Arab Emirates,ARE,1992,2114680,NA,406.696,0,100,0,192320.203,-14.142,-3.36,18.689,406.696,5.387065779454037,0
United Kingdom,GBR,1992,57719216,1491752058880,2308.487,17.872,90.896,0.704,44098.441,-15.889,-0.62,321.04,2326.359,0.28506399262606347,0.007741867292300108
United States,USA,1992,259605966,9552658432000,20088.693,932.235,87.992,4.083,88261.109,333.393,1.477,3284.39,21020.928,1.2221999528968872,0.04640595582798742
Upper-middle-income countries,NA,1992,2197403353,NA,20253.627,1675.397,91.247,7.548,10148.898,369.377,1.684,2192.253,21929.024,1.3852577349211506,0.08272083809976356
Uzbekistan,UZB,1992,21485048,119510818816,466.991,17.447,96.398,3.602,22600.084,-26.611,-5.196,50.911,484.438,2.4909759485200214,0.03736046304960909
Venezuela,VEN,1992,20780903,301055410176,517.835,131.308,79.772,20.228,31645.143,49.973,8.224,67.44,649.143,2.3445234835754274,0.25357111821333045
Vietnam,VNM,1992,68260287,125543628800,64.42,20.078,76.239,23.761,1256.848,7.279,9.27,9.705,84.498,2.04592549644252,0.31167339335610056
Algeria,DZA,1993,27276996,130275778560,296.951,0.981,99.671,0.329,10924.772,-22.232,-6.943,19.414,297.932,2.435276345457903,0.003303575337345218
Argentina,ARG,1993,34152666,444780249088,486.251,66.323,84.698,11.552,16948.328,18.492,3.3,61.869,552.574,1.3628123441186126,0.1363966346598773
Australia,AUS,1993,17722869,501524758528,1033.799,47.659,95.593,4.407,61188.895,24.022,2.265,165.383,1081.458,0.9894164041575831,0.04610083778374713
Austria,AUT,1993,7907434,223462932480,239.557,106.216,69.282,30.718,44571.129,7.651,2.219,51.31,345.77299999999997,0.8258287646281552,0.44338508162984175
Azerbaijan,AZE,1993,7504063,32486438912,178.807,6.739,96.368,3.632,24783.938,-28.414,-13.253,19.051,185.546,1.3277414500709854,0.03768868109190356
Bangladesh,BGD,1993,118132306,129907351552,83.638,1.689,98.021,1.979,723.221,7.725,9.941,9.206,85.327,1.8802239330697683,0.020194170114062986
Belarus,BLR,1993,10241269,93050208256,337.815,0.053,99.984,0.016,32991.164,-67.082,-16.565,33.369,337.868,0.2324537133186357,1.5689060580495242e-4
Belgium,BEL,1993,10084882,281005260800,510.658,1.493,81.235,0.238,62587.039,-10.326,-1.61,70.08,512.1510000000001,0.3875692356330369,0.002923678861390598
Brazil,BRA,1993,156794519,1298220843008,940.26,746.28,55.71,44.217,11035.18,78.152,4.73,252.003,1686.54,1.633120493089283,0.7936953608576351
Bulgaria,BGR,1993,8466479,67190222848,218.669,4.964,83.319,1.891,31134.701,16.51,6.682,37.84,223.633,-1.0814991625818067,0.022700977276157115
Canada,CAN,1993,28830582,853776007168,1946.971,910.261,62.476,29.209,110299.773,78.281,2.524,530.232,2857.232,1.159890698997225,0.46752673768638564
Chile,CHL,1993,14102219,170385342464,148.73,53.295,73.62,26.38,14552.893,11.034,5.682,24.013,202.02499999999998,1.567882115673232,0.35833389363275736
China,CHN,1993,1197308522,4126169366528,9003.102,422.761,95.47,4.483,7899.078,683.926,7.795,811.59,9425.863000000001,1.075013034536009,0.046957259842218824
Colombia,COL,1993,34441431,286025318400,208.574,78.594,72.631,27.369,8483.571,23.68,8.819,41.691,287.168,2.0168672727433217,0.376815902269698
Croatia,HRV,1993,4729691,39138893824,70.492,12.698,84.736,15.264,17761.418,3.483,4.325,9.54,83.19,-1.0978231526093376,0.18013391590535097
Cyprus,CYP,1993,825997,12173586432,23.69,0,100,0,28680.707,0.893,3.919,2.59,23.69,1.9380643791813579,0
Czechia,CZE,1993,10320353,133342961664,438.495,4.349,91.751,0.91,46406.285,-4.05,-0.839,58.67,442.844,0.07704311156036495,0.009918015028677637
Denmark,DNK,1993,5188587,159069863936,225.84,5.224,97.739,2.261,44579.332,13.167,6.036,33.78,231.064,0.3338992752334027,0.023131420474672336
Ecuador,ECU,1993,11154232,72804335616,75.051,16.139,82.302,17.698,8268.738,3.252,3.655,7.411,91.19,2.0507996374774273,0.2150404391680324
Egypt,EGY,1993,62915626,269984907264,363.069,28.035,92.832,7.168,6245.075,0.287,0.073,46.737,391.10400000000004,2.334100247253577,0.07721672739892417
Estonia,EST,1993,1504295,18206160896,67.562,0,100,0,44913.02,-13.728,-16.887,9.12,67.562,-2.329541986814477,0
Finland,FIN,1993,5066547,121309306880,217.083,56.065,66.082,17.067,65628.68,2.836,0.86,61.06,273.148,0.4848774290231112,0.2582652718084788
France,FRA,1993,57801206,1671995850752,1610.58,186.806,57.11,6.624,49374.199,-4.053,-0.142,468.07,1797.386,0.4281032140283944,0.11598678736852563
Germany,DEU,1993,81486723,2206290935808,3492.76,59.59,87.786,1.498,48983.766,-17.811,-0.444,520.72,3552.3500000000004,0.681861940353785,0.017061006195673335
Greece,GRC,1993,10412703,168977989632,293.641,6.473,97.843,2.157,28861.941,3.912,1.319,37.73,300.11400000000003,0.5101811812121972,0.022043924383856477
High-income countries,NA,1993,1210724790,NA,57303.922,4326.678,85.008,6.418,55989.395,258.305,0.383,9371.314,61630.6,0.5619570666180884,0.07550404665146654
Hong Kong,HKG,1993,5902464,183841603584,185.502,0,100,0,31427.943,15.573,9.165,35.947,185.502,2.482069218053136,0
Hungary,HUN,1993,10356813,95740690432,239.08,0.583,86.005,0.21,26923.467,-10.811,-3.732,32.91,239.663,-0.1409448705776474,0.0024385143048352015
Iceland,ISL,1993,263720,7076878336,8.873,13.186,40.223,59.777,86399.984,0.851,3.881,4.721,22.058999999999997,1.0224055835832846,1.486081370449679
India,IND,1993,922118324,1944353767424,2388.339,197.53,91.747,7.588,2837.215,63.476,2.487,362.176,2585.869,2.1220616925067612,0.08270601451468992
Indonesia,IDN,1993,193305126,912702701568,734.453,28.11,96.314,3.686,3951.487,46.982,6.554,39.707,762.563,1.7161490331594431,0.03827338168677914
Iran,IRN,1993,61403494,419990110208,869.602,29.258,96.745,3.255,14669.332,-72.676,-7.466,74.686,898.86,0.35721868113602484,0.03364527680479116
Iraq,IRQ,1993,19201146,39244447744,298.087,17.116,94.57,5.43,16473.361,78.25,32.87,27.09,315.203,4.919696961914565,0.0574194782060271
Ireland,IRL,1993,3576075,73767378944,123.32,2.167,98.273,1.727,35129.594,2.607,2.119,16.12,125.487,0.49750279060199437,0.017572169964320466
Israel,ISR,1993,5085987,107424030720,166.289,0.072,99.957,0.043,32710.736,13.17,8.597,26,166.361,2.5983098468808095,4.329811352524821e-4
Italy,ITA,1993,57170710,1529550209024,1935.55,126.933,93.846,6.154,36187.457,-32.204,-1.533,219.74,2062.483,0.08010335098580654,0.06557980935651365
Japan,JPN,1993,124839901,3860865220608,4504.01,293.355,82.109,5.348,44192.43,90.685,1.671,926.103,4797.365,0.3668022018873074,0.06513196018658929
Kazakhstan,KAZ,1993,17274430,151572725760,724.328,21.192,96.996,2.838,43309.891,-99.322,-11.72,77.889,745.52,-0.3354148485573342,0.029257463469588366
Kuwait,KWT,1993,1672112,29845168128,100.173,0,100,0,59908.012,18.498,22.648,20.178,100.173,2.2756020522255684,0
Latvia,LVA,1993,2563756,21610170368,40.964,7.989,83.68,16.32,19295.193,-7.834,-13.672,3.93,48.952999999999996,-1.9514062554378357,0.19502489991211797
Lithuania,LTU,1993,3680148,30736279552,67.466,1.092,65.748,1.064,28101.068,-27.939,-21.27,13.93,68.55799999999999,-0.46939773425532466,0.016185930691014736
Lower-middle-income countries,NA,1993,1833935479,NA,4007.536,374.201,91.077,8.504,2411.151,163.521,3.84,575.41,4381.737,2.279368042740092,0.09337433275708565
Luxembourg,LUX,1993,397153,16036038656,40.324,0.232,99.428,0.572,102149.188,0.526,1.314,0.67,40.556,1.334704354437873,0.00575339748040869
Malaysia,MYS,1993,19322622,191754977280,328.937,13.481,96.063,3.937,17766.072,2.03,0.595,34.877,342.418,2.59152874615334,0.04098353180092236
Mexico,MEX,1993,87653764,925343285248,1273.897,94.367,92.18,6.828,15805.205,1.277,0.092,134.643,1368.264,1.8699580821670694,0.0740774175620164
Morocco,MAR,1993,25614533,107072643072,93.456,1.231,98.7,1.3,3699.692,0.987,1.052,9.91,94.687,1.5949044794154816,0.013171973977058724
Netherlands,NLD,1993,15389666,441708281856,932.219,3.439,98.478,0.363,61532.598,7.849,0.836,75.88,935.658,0.7391626462860612,0.0036890473161349424
New Zealand,NZL,1993,3573556,79461851136,117.341,75.317,60.906,39.094,54916.238,5.745,3.016,34.616,192.658,1.1708856638274525,0.64186431000247135
North Macedonia,MKD,1993,2006806,14032388096,28.736,1.45,95.196,4.804,15088.39,0.043,0.141,5.18,30.186,-1.262408583866676,0.05045935412026726
Norway,NOR,1993,4311815,150177267712,137.215,331.982,29.245,70.755,113776.227,12.369,2.586,119.72,469.197,0.5973809029422263,2.4194293626790073
Oman,OMN,1993,2021630,26328162304,58.186,0,100,0,28781.543,-2.139,-3.546,5.833,58.186,4.305316571947467,0
Pakistan,PAK,1993,127020068,338978439168,310.303,60.926,83.334,16.362,2962.631,36.285,10.671,57.012,371.229,2.811289929794949,0.19634357386167714
Peru,PER,1993,23413735,92121415680,77.716,33.116,70.121,29.879,4824.259,9.599,9.288,14.808,110.832,2.0370822311222287,0.42611560039116786
Philippines,PHL,1993,67530570,237664026624,186.265,31.682,85.464,14.536,3216.594,19.115,9.649,26.579,217.94699999999997,2.433769724610204,0.17009099938260006
Poland,POL,1993,38294834,315272036352,1127.253,4.324,99.618,0.382,29556.141,-0.549,-0.048,131.78,1131.577,0.16020995156613638,0.003835873579400543
Portugal,PRT,1993,9972293,183378083840,191.951,26.574,87.839,12.161,22072.855,5.467,2.547,30.84,218.525,0.12041807178680079,0.1384415814452647
Qatar,QAT,1993,484511,7997300224,154.359,0,100,0,318587.312,10.066,6.976,5.56,154.359,3.173937300630741,0
Romania,ROU,1993,22842206,115101794304,497.464,35.47,93.344,6.656,23431.268,-15.452,-2.806,55.36,532.934,-0.30610141495362697,0.0713016419278581
Russia,RUS,1993,148135377,1453307985920,8065.386,484.324,90.818,5.454,60209.324,-647.489,-6.768,956.587,8549.710000000001,-0.5241608258769564,0.06004969879928871
Saudi Arabia,SAU,1993,12215814,318013014016,1002.85,0,100,0,82094.43,21.094,2.149,102.669,1002.85,4.528096717685643,0
Singapore,SGP,1993,3317840,89698197504,325.43,0.766,99.765,0.235,98320.57,27.624,9.252,18.962,326.196,2.8337997960581576,0.002353808806809452
Slovakia,SVK,1993,5326307,55439228928,167.133,9.631,80.095,4.615,39422.457,-3.766,-1.762,24.05,176.764,0.3749805188405191,0.057624765904997814
Slovenia,SVN,1993,1990771,31743129600,46.403,8.431,70.497,12.808,33455.82,1.858,2.869,11.95,54.833999999999996,-0.2522290504332838,0.18169083895437793
South Africa,ZAF,1993,43297110,247203446784,1004.24,0.406,97.994,0.04,23679.596,-1.78,-0.173,174.706,1004.646,2.011266329636329,4.0428582808890305e-4
South Korea,KOR,1993,44887672,729369214976,1332.491,11.752,88.494,0.78,33638.832,133.233,9.677,161.901,1344.243,0.5240780754057922,0.0088195717644622
Spain,ESP,1993,39651575,794221281280,888.13,69.87,79.744,6.274,28283.904,-37.627,-3.246,155.12,958,0.5866977613080896,0.0786709152939322
Sri Lanka,LKA,1993,17025877,76317433856,23.676,10.544,69.187,30.813,2049.871,2.902,9.07,3.979,34.22,1.712371751188928,0.4453454975502619
Sweden,SWE,1993,8717989,231558414336,245.129,214.284,38.912,34.016,74232.242,-5.836,-0.894,145.26,459.413,0.5821728430328875,0.8741682950609679
Switzerland,CHE,1993,6938058,243429638144,172.293,100.938,51.028,29.895,49794.051,-0.581,-0.168,61.556,273.231,0.9172072727272728,0.5858508471034807
Taiwan,TWN,1993,21174631,396575965184,583.54,12.141,84.435,1.757,32770.961,38.072,5.805,115.206,595.6809999999999,0.9178850102277949,0.020805771669465678
Thailand,THA,1993,57408155,509703192576,473.985,10.127,97.908,2.092,8444.102,57.556,13.473,63.337,484.112,1.5556253213960274,0.021365655031277363
Trinidad and Tobago,TTO,1993,1280417,17565341696,77.328,0.088,99.887,0.113,60462.746,3.971,5.407,3.817,77.416,0.6913988007470756,0.001138009517897786
Turkey,TUR,1993,58999121,586262052864,554.436,94.727,85.408,14.592,11105.732,52.442,8.7,73.81,649.163,1.7400550459835689,0.17085290276966142
Turkmenistan,TKM,1993,4032366,18037536768,127.284,0.014,99.989,0.011,31569.359,-10.744,-7.783,12.637,127.298,2.223695948612918,1.0999025800571949e-4
Ukraine,UKR,1993,52350078,367893676032,1972.133,30.664,89.164,1.386,42373.926,-312.275,-12.34,231.36,2002.797,0.05054886387945301,0.015548647074005658
United Arab Emirates,ARE,1993,2222054,55149662208,423.47,0,100,0,190576.078,16.775,4.125,21.73,423.47,5.077553104961508,0
